bill_id,doc_id
268999,217249
268999,240698
268999,288691
268999,291348
269000,165070
269000,190630
269001,165071
269002,165072
269003,165073
269003,223112
269004,165074
269005,165075
269006,165076
269006,189164
269007,165077
269008,165078
269008,223196
269011,165080
269012,165081
269012,215043
269012,278798
269013,165082
269014,165083
269015,165084
269016,165085
269017,165086
269017,240531
269020,165088
269022,165089
269023,165090
269025,165092
269026,165093
269027,165094
269028,165095
269029,165096
269029,174788
269029,219051
269029,294404
269030,165097
269030,177913
269030,194453
269031,165098
269031,234217
269032,165099
269032,211255
269032,223111
269032,288450
269032,293266
269033,165100
269034,165101
269035,165102
269035,220633
269036,165103
269037,165104
269038,165105
269039,165106
269041,165107
269042,165108
269044,165109
269045,165110
269046,165111
269048,165113
269049,165114
269049,231679
269049,273350
269050,165115
269050,234803
269050,282307
269051,165116
269052,165117
269053,165118
269053,190281
269053,215029
269053,278865
269054,165119
269055,165120
269056,165121
269057,165122
269058,165123
269059,165124
269060,165125
269060,211286
269060,231978
269061,165126
269061,165127
269063,165129
269063,219282
269063,234271
269063,244038
269064,165130
269067,165133
269068,165134
269068,239568
269069,165135
269069,185623
269069,206338
269069,280187
269069,289493
269070,165136
269071,165137
269072,165138
269073,165139
269074,165140
269075,165141
269076,165143
269077,165144
269081,165147
269082,165148
269083,165149
269085,165152
269088,165153
269089,165154
269089,214988
269091,165156
269091,165157
269091,165158
269091,242214
269091,289161
269092,165159
269093,165160
269093,234438
269093,241559
269093,289580
269094,165161
269094,190628
269094,212987
269095,165164
269096,165166
269097,165167
269097,235201
269098,165168
269100,165170
269101,165171
269102,165172
269103,165174
269103,216043
269103,234762
269104,165175
269105,165176
269105,221426
269105,230259
269105,243624
269105,287437
269107,165178
269108,165179
269108,223058
269109,165180
269110,165182
269111,165184
269114,165186
269115,165187
269115,212136
269117,165188
269118,165189
269119,165190
269121,165192
269121,214966
269121,234318
269122,165193
269122,165194
269123,165195
269125,165196
269127,165197
269127,239453
269128,165198
269129,165199
269130,165200
269132,165201
269133,165202
269134,165203
269135,165204
269135,219776
269135,234858
269136,165205
269137,165206
269138,165207
269138,279635
269139,165208
269139,189665
269139,215615
269139,279017
269139,293252
269140,165209
269140,233500
269141,165210
269143,165212
269143,219438
269143,240925
269143,289754
269144,165213
269145,165214
269145,182993
269145,214360
269145,242679
269146,165215
269147,165216
269149,165218
269149,214195
269149,234416
269149,278899
269150,165219
269151,165220
269152,165221
269153,165222
269153,216136
269153,234315
269153,289504
269154,165223
269154,189677
269154,215611
269154,289212
269155,165224
269157,165225
269158,165226
269159,165227
269160,165228
269160,232781
269160,287028
269160,292923
269161,165229
269161,222996
269161,290987
269163,165230
269165,165231
269165,220424
269165,279011
269165,289319
269167,165232
269167,212089
269167,241023
269167,286708
269167,293263
269168,165233
269170,165235
269174,165239
269175,165240
269176,165241
269177,165242
269178,165243
269179,165244
269179,213042
269179,282286
269180,165245
269181,165246
269182,165247
269183,165248
269183,212144
269184,165249
269185,165250
269187,165251
269187,220824
269187,239357
269187,287171
269187,292779
269189,165253
269189,212469
269189,234290
269189,286663
269189,292186
269190,165254
269191,165255
269192,165256
269195,165259
269196,165260
269196,230409
269196,279828
269197,165261
269198,165262
269198,198072
269199,165263
269200,165264
269202,165265
269203,165266
269207,165269
269208,165270
269210,165271
269211,165272
269211,215072
269211,290555
269212,165273
269212,198127
269212,239188
269212,242414
269214,165275
269214,234645
269215,165276
269216,165277
269217,165278
269218,165279
269220,165281
269221,165282
269222,165283
269222,220838
269223,165284
269224,165285
269224,233149
269224,244400
269225,165286
269225,219332
269226,165287
269228,165288
269230,165291
269231,165292
269232,165293
269233,165294
269234,165295
269235,165296
269235,216571
269235,244099
269236,165297
269236,179334
269236,205304
269236,279072
269238,165299
269239,165300
269240,165301
269240,165303
269240,197924
269240,224544
269240,243791
269241,165304
269242,165305
269242,215123
269243,165306
269245,165307
269245,230105
269247,165308
269248,165309
269249,165312
269250,165314
269250,214920
269251,165315
269253,165316
269254,165317
269255,165318
269255,282046
269256,165319
269257,165322
269257,194434
269257,210313
269259,165324
269260,165325
269261,165326
269262,165327
269262,223023
269262,280122
269263,165328
269266,165330
269267,165332
269268,165333
269268,214297
269269,165334
269270,165335
269272,165336
269274,165337
269275,165338
269276,165339
269278,165340
269279,165341
269279,234498
269279,282051
269280,165342
269281,165343
269281,165344
269281,165345
269281,223381
269281,240230
269282,165346
269283,165347
269285,165349
269286,165350
269286,222934
269286,234245
269287,165351
269288,165352
269289,165353
269289,207580
269289,241024
269289,291277
269290,165354
269291,165355
269291,214945
269291,278497
269291,290089
269293,165356
269294,165357
269295,165358
269296,165359
269296,236624
269297,165360
269298,165361
269299,165362
269301,165363
269303,165364
269304,165365
269304,211983
269304,240828
269304,286476
269304,296877
269305,165366
269306,165367
269306,183326
269307,165368
269308,165369
269309,165370
269309,220835
269309,275168
269309,286055
269309,292789
269310,165371
269310,234032
269311,165372
269312,165373
269315,165375
269316,165376
269316,215016
269316,241538
269316,290738
269318,165378
269318,207021
269318,233845
269319,165379
269320,165380
269321,165381
269323,165383
269324,165384
269325,165385
269326,165386
269327,165387
269329,165389
269329,234648
269329,292904
269330,165390
269331,165391
269333,165392
269334,165393
269335,165394
269336,165395
269337,165396
269338,165397
269339,165398
269340,165399
269341,165400
269343,165402
269344,165403
269344,233586
269344,234229
269344,280647
269346,165405
269347,165406
269350,165408
269351,165409
269351,208139
269351,221405
269351,279759
269351,295205
269352,165410
269353,165411
269355,165412
269356,165413
269358,165415
269359,165416
269361,165418
269362,165419
269364,165420
269366,165421
269367,165422
269369,165423
269370,165424
269372,165426
269373,165427
269373,213518
269374,165428
269376,165430
269377,165431
269377,212715
269377,230089
269378,165432
269378,232824
269379,165433
269380,165434
269382,165435
269383,165436
269385,165437
269385,220404
269387,165440
269388,165441
269389,165442
269389,233146
269390,165443
269391,165444
269391,207153
269391,223192
269393,165445
269394,165447
269395,165448
269395,215636
269395,234219
269398,165450
269399,165451
269400,165452
269401,165453
269401,215933
269402,165454
269403,165455
269403,223184
269403,290435
269404,165456
269404,232774
269405,165457
269406,165458
269407,165459
269408,165460
269410,165461
269411,165462
269412,165464
269413,165465
269414,165466
269414,183468
269414,205368
269415,165467
269416,165469
269416,214346
269417,165470
269418,165471
269419,165472
269421,165473
269422,165474
269422,221661
269422,229732
269422,243591
269422,287418
269423,165476
269424,165477
269424,220406
269424,240564
269425,165478
269425,214474
269427,165481
269428,165482
269429,165483
269429,231439
269430,165484
269433,165486
269433,214492
269435,165487
269436,165488
269438,165489
269439,165490
269440,165491
269441,165492
269442,165493
269442,202432
269442,219806
269443,165494
269443,216817
269443,234301
269443,286201
269443,291014
269444,165495
269446,165497
269447,165498
269448,165499
269449,165500
269450,165501
269450,291067
269451,165502
269452,165503
269454,165505
269454,244594
269455,165506
269458,165508
269459,165509
269460,165510
269465,165513
269466,165514
269466,233058
269467,165515
269467,234319
269467,241479
269467,290095
269468,165516
269469,165517
269469,215085
269469,285796
269473,165518
269474,165519
269474,221774
269474,229805
269474,243641
269474,287442
269475,165520
269476,165521
269476,193335
269476,214997
269477,165522
269477,198417
269477,243560
269478,165523
269479,165524
269479,165525
269479,202556
269480,165526
269481,165527
269482,165528
269482,207766
269482,219148
269482,286665
269482,291283
269483,165529
269484,165530
269484,234341
269484,290458
269485,165531
269486,165532
269486,165533
269487,165534
269488,165535
269488,221812
269488,229845
269488,266055
269488,287428
269489,165536
269489,172387
269489,219367
269489,281229
269489,296899
269490,165537
269491,165538
269495,165539
269495,215038
269495,289124
269496,165540
269498,165542
269499,165543
269500,165544
269501,165545
269536,170274
269609,166157
269625,166177
269675,166228
269697,166250
269697,242253
269697,243967
269697,278932
269719,170308
269793,166342
269811,170316
269811,232802
269811,281832
269828,173487
269945,170345
269954,170347
269954,243728
269954,282710
269970,170349
270029,166589
270065,166625
270138,166695
270254,166829
270254,236219
270328,166905
270337,166913
270406,166981
270511,170407
270593,170422
270630,170417
270641,170448
270767,167358
270773,170444
270784,170440
270784,223073
271075,172842
271232,173089
271232,338712
271370,173076
271370,217472
271373,173122
271442,173118
271491,173116
271607,173127
271821,173133
271841,173141
271841,211367
271841,234497
271841,288744
271841,292455
272074,173182
272198,170518
272251,170562
272425,170713
272547,170818
272564,174080
272564,233633
272564,256865
272564,286754
272567,170834
272574,174121
272637,174505
272654,174460
272654,234672
272686,170942
272711,170969
272711,234661
272935,171150
273044,174630
273142,171329
273152,171340
273213,174689
273217,174684
273247,171418
273268,171436
273523,176816
273535,176845
273550,176835
273550,235817
273551,176830
273556,176877
273561,176872
273651,176902
273661,176895
273665,176889
273679,188982
273780,176883
273841,176911
273873,176942
273912,176939
273967,176935
273967,213128
273967,275364
273967,294230
273988,176932
274068,176947
274074,176949
274074,220749
274074,271198
274074,294173
274075,176953
274212,173837
274231,173854
274381,173987
274381,215476
274381,233167
274381,280696
274464,174063
274617,189544
274617,220648
274617,233151
274722,174322
274748,178043
274859,174462
274910,174518
274910,212874
274910,233412
274921,174528
275545,175760
275577,179511
275671,175875
276275,180540
276275,232687
276276,189014
276281,189020
276281,237328
276281,239589
276300,189021
276300,232545
276394,180616
276490,180611
276517,180601
276587,180667
276587,240449
276587,280746
276587,289788
276587,294025
276594,180660
276608,180698
276630,177414
276631,180690
276670,189048
276762,180730
276871,180733
276905,189066
276947,177643
276947,234738
276947,279185
277108,178267
277165,178307
277204,182907
277286,178375
277314,182946
277391,178440
277391,232959
277417,178459
277417,207673
277417,223102
277417,280282
277417,289711
277422,182972
277429,182965
277505,189663
277556,189659
277607,178567
277690,182999
277782,178695
277782,220954
277782,234520
277792,178700
277819,178718
277832,178727
277832,231811
277832,244009
277855,178742
278012,183067
278075,178897
278088,178906
278096,178914
278123,178930
278133,178939
278171,178961
278171,219452
278171,244150
278171,286938
278191,178978
278205,178988
278318,179067
278409,179116
278432,179127
278451,179140
278498,179178
278505,179184
278540,179212
278540,219613
278540,234615
278540,244161
278560,183240
278571,179228
278571,219339
278571,240840
278571,290476
278571,294023
278624,179261
278624,234228
278703,189764
284964,189140
284964,240808
284964,286495
284964,289571
284975,190416
284979,190442
284983,190440
284987,189160
285021,189192
285033,189204
285060,190452
285130,190449
285136,190446
285141,189302
285168,190464
285224,190466
285224,220768
285224,288024
285239,189390
285241,190470
285257,190492
285259,189405
285271,189419
285282,190499
285292,190507
285303,190512
285303,241869
285303,280620
285322,190524
285367,190522
285367,223279
285367,249119
285367,288774
285446,192077
285507,192090
285511,192088
285541,192087
285545,192084
285581,192102
285584,192101
285594,192098
285594,211716
285594,234455
285594,287136
285594,289710
285600,192096
285642,192113
285673,192111
285685,192109
285685,236595
285685,240365
285685,288673
285698,192128
285728,192125
285742,192122
285795,192120
285810,192144
285819,192142
285819,224413
285819,238458
285819,278590
285836,193896
285887,192138
285935,191035
285941,193133
286021,193131
286024,191120
286035,191132
286045,191143
286065,191163
286109,191210
286135,191238
286135,219916
286135,234484
286166,191270
286190,191291
286198,191296
286204,193152
286204,235089
286261,191360
286284,191384
286327,191431
286338,191441
286338,276547
286390,191494
286445,193172
286459,193169
286498,191591
286504,193181
286548,191643
286563,191662
286563,211502
286563,232872
286563,278426
286563,289197
286574,191672
286606,191704
286606,220022
286606,234680
286606,242435
286606,289134
286615,191714
286617,191716
286672,191771
286680,191778
286685,193192
286689,191785
286690,191786
286721,191816
286751,191846
286763,193210
286772,191863
286833,191917
286833,220178
286846,193220
286848,193222
286928,194362
286929,194359
287062,194371
287135,194374
287135,239531
287135,268719
287174,194380
287174,222066
287174,233990
287206,194385
287217,194387
287284,194393
287338,194403
287353,194429
287353,239494
287353,279029
287353,294045
287370,194428
287407,194427
287411,194425
287599,193426
287650,193466
287650,221561
287653,193469
287656,193472
287656,234402
287656,290192
287661,193476
287841,193641
287964,193766
287983,193784
287983,284057
287991,193791
287991,234943
288061,197062
288068,193863
288174,193961
288174,240544
288219,193997
288270,194037
288395,194156
288426,194181
288455,194206
288455,241643
288493,194237
288669,197937
288677,197933
288721,197955
288721,223211
288759,197949
288759,229908
288759,244112
288759,286097
288759,294151
288777,197993
288809,197990
288857,200162
288881,198098
288909,198093
288909,230096
288915,198086
288915,244326
288915,286492
288915,294512
288934,198107
288961,200168
288961,234683
288961,291184
288975,198839
289021,195844
289021,234382
289030,198884
289036,195855
289039,195857
289046,198869
289079,198865
289088,198922
289106,198918
289130,198914
289163,198908
289169,198924
289169,242151
289169,243833
289180,195976
289191,195993
289192,195994
289273,198964
289273,235918
289273,239527
289273,284729
289291,198968
289291,240825
289311,196127
289311,234367
289358,199035
289394,199026
289418,199006
289455,196263
289455,234242
289468,199054
289483,196299
289529,199082
289556,196384
289616,199094
289618,196441
289626,196448
289646,199130
289654,199150
289668,199154
289669,199157
289669,232622
289669,233548
289669,283260
289669,293706
289681,199172
289682,199173
289707,199177
289728,196569
289739,196584
289775,199188
289798,199189
289818,199190
289818,275654
289822,199203
289867,199206
289887,199207
292144,207033
292145,207061
292151,203507
292175,203527
292213,208259
292221,207019
292224,207060
292234,205267
292243,205265
292244,207038
292273,203608
292293,207034
292296,207059
292313,203642
292313,239189
292317,208625
292321,207055
292323,207052
292324,203648
292388,207070
292398,207069
292424,207074
292424,235878
292424,239440
292424,285322
292442,203753
292452,203764
292465,205743
292520,205746
292572,205748
292763,205782
292768,205780
292834,206345
292844,204583
292912,204637
292916,204643
292924,206353
292927,206354
292927,234711
292954,206358
292975,206363
292984,204695
292984,234311
289902,199210
289907,199212
289907,234833
289907,290268
290620,200655
290620,221293
290620,230120
290620,243759
290620,287414
290621,200656
290621,221324
290621,230168
290621,243849
290621,287430
290622,200657
290622,221322
290622,230154
290622,243819
290622,287419
290623,200658
290623,221321
290623,230164
290623,243817
290623,287416
290625,200659
290625,221341
290625,230182
290625,243868
290625,287433
290630,200662
290630,221356
290630,230186
290630,251822
290636,200669
290636,221353
290636,230204
290636,243562
290636,287408
290637,200670
290637,221352
290637,230202
290637,243568
290637,287413
290641,200675
290641,221369
290641,230238
290641,243595
290641,287420
290651,204196
290652,202599
290720,202597
290732,202595
290740,201397
290743,202606
290743,266689
290743,283275
290753,202612
290783,204205
290783,230312
290792,202617
290798,202618
290805,202620
290842,204213
290860,202625
290863,202627
290873,202630
290875,202632
290889,204222
290890,204224
290942,202648
290952,204234
290978,204249
290978,232931
290978,234583
290978,271235
290978,284923
290987,201599
291008,201618
291021,202662
291045,202663
291047,202665
291047,244359
291047,289811
291049,202667
291049,239864
291049,282792
291099,204259
291108,204261
291111,202679
291113,204279
291113,223072
291113,233384
291113,277429
291113,294370
291126,202681
291149,202684
291159,204273
291159,223068
291159,233374
291188,202686
291190,204290
291196,201771
291196,221806
291196,240875
291196,286647
291197,202698
291219,202697
291226,202696
291240,204269
291292,202702
291303,202704
291353,202714
291384,202715
291398,202716
291400,202717
291411,204323
291474,202721
291530,202974
291551,202995
291573,206908
291573,232909
291573,234518
291574,206910
291603,203041
291603,222867
291605,206930
291656,206934
291669,206935
291669,241389
291675,208172
291677,206954
291695,206952
291699,206951
291701,203115
291705,203119
291707,206945
291746,203154
291749,206962
291751,203158
291770,206966
291790,203188
291803,206971
291832,206975
291836,206987
291843,206984
291854,206983
291861,206980
291938,203318
291938,242009
291943,206997
291946,206996
291969,203342
292000,206989
292006,207000
292006,241041
292011,207001
292040,203405
292042,207007
292043,203407
292046,207009
292091,203453
292096,203458
292097,203459
292100,207016
292116,207017
292116,232721
292117,207018
292117,241244
292984,280047
292984,294075
292991,206364
292991,238344
292991,282302
292992,204701
292992,234277
292992,241429
293013,204717
293013,291806
293018,204720
293018,220198
293094,206373
293094,238773
293124,204801
293144,206377
293145,204823
293207,204877
293274,206395
293279,204936
293289,204943
293388,207435
293475,207454
293792,207472
293796,207477
293796,234365
293796,244088
293811,206470
293818,208079
293841,206502
293846,208077
293857,208075
293858,208094
293936,208093
293959,208092
293968,208091
293974,208090
294027,208107
294035,208106
294038,206669
294050,206680
294087,208115
294126,206751
294177,208118
294192,208121
294250,208123
295327,210445
295337,210455
295414,212029
295435,212026
295639,210751
295748,212043
295755,212045
295761,212048
295792,212051
295825,212053
295825,233576
295825,277844
295830,212055
295972,212062
295984,212061
296260,213096
296324,211851
296326,213116
296354,213113
296461,212174
296474,212185
296505,212215
296539,212248
296539,234849
296539,241727
296539,289764
296542,212251
296554,212262
296558,212268
296603,212309
296618,212323
296634,212339
296676,212378
296734,212436
296734,234894
296734,243899
296768,212468
296827,213581
296832,212533
296850,212550
296876,212575
296876,231648
296876,280616
296965,214610
296969,214609
297008,214637
297033,214635
297033,238741
297126,214632
297178,214638
297187,214641
297189,214642
297229,214650
297264,214653
297299,214655
297332,213685
297347,213700
297347,235684
297392,215017
297392,232834
297397,213750
297433,213784
297433,220229
297433,233200
297438,215019
297475,213824
297512,223301
297529,213875
297547,213891
297598,215022
297598,234240
297709,214053
297717,215047
297733,214073
297743,214083
297767,214103
297923,216007
297923,229309
297923,244289
298010,216026
298021,216022
298084,215170
298086,215172
298098,216418
298116,216415
298132,215207
298145,215219
298166,216426
298168,215236
298178,216430
298206,215266
298212,215272
298221,215280
298255,216438
298255,231928
298255,234422
298287,216439
298292,215336
298294,215338
298368,215403
298369,215404
298374,215408
298401,216454
298407,216457
299352,238942
299361,241373
300137,244706
300339,244947
300374,244988
300374,244989
300374,276557
300374,282760
300374,287501
300389,245004
300709,245395
300718,245405
300947,245683
301001,245748
301001,245749
301001,276571
301001,282769
301001,287512
301097,245857
301225,246017
301470,246311
301556,246432
301688,246582
301729,246628
301794,246708
301852,246784
301890,246832
302012,247005
302046,247044
302208,247228
302208,247229
302209,247230
302291,247342
302313,247376
302367,247438
302493,247581
302521,247619
302754,247928
302764,247941
302781,247962
302800,247988
303094,248338
303121,248380
303233,248528
303351,248663
303454,248799
303626,249011
303665,249059
303712,249121
303953,249422
303955,249424
304170,249702
304455,250058
304465,250069
304468,250072
304491,250098
304574,250208
304703,250381
304742,250440
304742,250441
304742,276927
304742,283166
304742,287400
304789,250505
304981,250749
305049,250831
305093,250886
305125,250924
305399,251276
305556,251461
305616,251536
305625,251549
305654,251588
305674,251615
305681,251626
305774,251750
305777,251753
305902,251908
305905,251912
305950,251973
305954,251977
306032,252072
306189,252273
306204,252292
306227,252321
306343,252454
306346,252457
306408,252541
306461,252612
306854,253093
307008,253284
307024,253304
307198,253526
307295,253645
307657,254113
307737,254203
307898,254402
307996,254546
308068,254695
308074,254701
308131,254767
308170,254820
308293,255003
308362,255079
308464,255203
308585,255354
308732,255525
308967,255802
309231,256130
309246,256144
309353,256265
309443,256374
309601,256558
309733,256712
309871,256885
309903,256927
309904,256928
310119,257190
310290,257423
310406,257560
310458,257635
310527,257721
310584,257798
310584,257799
310624,257846
310689,257922
310720,257962
310755,258017
310813,258091
310861,258156
310952,258267
311339,258753
311399,258821
311427,258853
311470,258904
311564,259015
311673,259140
311740,259217
311833,259337
311938,259475
311940,259477
311950,259487
312644,260324
312736,260437
312928,260687
312946,260711
312949,260713
313194,260991
313428,261266
313524,261385
313659,261538
313931,261850
313961,261888
313974,261902
314335,262343
314373,262388
314410,262427
314410,262428
314413,262431
314510,262554
314600,262661
314791,262905
314985,263138
314987,263140
