bill_id,doc_id
1573801,2492799
1573653,2492664
1574872,2493749
1575333,2494110
1575054,2493894
1575320,2494101
1575105,2493931
1575006,2493855
1575255,2494052
1575091,2493921
1574801,2493696
1575122,2493947
1574857,2493738
1575023,2493869
1574956,2493817
1575289,2494079
1575240,2494042
1575558,2494412
1575532,2494398
1576442,2495590
1543792,2494620
1545301,2493595
1545668,2493604
1545758,2493597
1546564,2493660
1546531,2494280
1548310,2494197
1550965,2494303
1560864,2480550
1561394,2481056
1561523,2481168
1562148,2481780
1562058,2481711
1561712,2481442
1562250,2481859
1562200,2481818
1561761,2481478
1562006,2481672
1563031,2482595
1562845,2482413
1563497,2483182
1563159,2482851
1563253,2482945
1563061,2482754
1563121,2482813
1563599,2483282
1563190,2482882
1563395,2483081
1563221,2482913
1563430,2483115
1563085,2482778
1563291,2482982
1563327,2483017
1563561,2483245
1564030,2483748
1563799,2483525
1564058,2483776
1563850,2483574
1563953,2483675
1564236,2483952
1563747,2483474
1564080,2483798
1563675,2483403
1563771,2483498
1563876,2483600
1563827,2483551
1563694,2483421
1563720,2483447
1563976,2483696
1564262,2483978
1564005,2483724
1564158,2483875
1564110,2483827
1563929,2483651
1564134,2483851
1563901,2483625
1564210,2483927
1564823,2484515
1565120,2484871
1565202,2484947
1565333,2485072
1565292,2485031
1565457,2485193
1565162,2484909
1565490,2485226
1565777,2485537
1565557,2485335
1566356,2486073
1565640,2485413
1565942,2485686
1565751,2485515
1566274,2485995
1565695,2485463
1566135,2485865
1565887,2485635
1565829,2485582
1566661,2486360
1566551,2486260
1566163,2485892
1566302,2486022
1566387,2486102
1566412,2486126
1565860,2485609
1565532,2485314
1566686,2486384
1565611,2485384
1565805,2485562
1566080,2485812
1566495,2486207
1566440,2486153
1566247,2485971
1565666,2485436
1566026,2485761
1565723,2485488
1565968,2485708
1566188,2485915
1566052,2485786
1566111,2485841
1565585,2485360
1566523,2486235
1565509,2485293
1566633,2486334
1566467,2486179
1568003,2487386
1568173,2487551
1568148,2487527
1568088,2487469
1568132,2487511
1568067,2487448
1568265,2487642
1568023,2487405
1568194,2487571
1568233,2487610
1568111,2487491
1567984,2487367
1568530,2487920
1568658,2488034
1568465,2487865
1568785,2488148
1568721,2488089
1568595,2487975
1568402,2487810
1568847,2488200
1568339,2487757
1570128,2489129
1570074,2489076
1569994,2488997
1569928,2488935
1570309,2489330
1570060,2489063
1569962,2488966
1570307,2489328
1570269,2489297
1570199,2489237
1570434,2489437
1570211,2489248
1570180,2489222
1570336,2489353
1570392,2489402
1570258,2489288
1570235,2489268
1570344,2489361
1570287,2489312
1570202,2489240
1570411,2489418
1570174,2489217
1570328,2489346
1570443,2489525
1570266,2489294
1570381,2489393
1570193,2489232
1570358,2489374
1570372,2489385
1570317,2489337
1570215,2489250
1570231,2489264
1570428,2489432
1570283,2489309
1570374,2489387
1570431,2489435
1570354,2489370
1570371,2489384
1570424,2489429
1570406,2489414
1570346,2489363
1570242,2489273
1570248,2489278
1570296,2489319
1570195,2489234
1570405,2489413
1570415,2489422
1570257,2489287
1570178,2489220
1570187,2489228
1570226,2489260
1571365,2490181
1571428,2490240
1571305,2490127
1571672,2490531
1571837,2490686
1571787,2490638
1571745,2490600
1571815,2490666
1571862,2490711
1571582,2490447
1571908,2490754
1571756,2490611
1571869,2490717
1571653,2490515
1571628,2490491
1571590,2490454
1571716,2490572
1571613,2490477
1571686,2490546
1571892,2490739
1572101,2491013
1572080,2490997
1572030,2490956
1571962,2490900
1572094,2491008
1572087,2491003
1572117,2491026
1571950,2490890
1572187,2491082
1572177,2491074
1571983,2490918
1572156,2491056
1572090,2491005
1572058,2490979
1572111,2491021
1571941,2490883
1572199,2491092
1572039,2490963
1572076,2490994
1572069,2490988
1572209,2491100
1571995,2490928
1572230,2491116
1572162,2491061
1572023,2490951
1572138,2491042
1572226,2491113
1572006,2490937
1572141,2491044
1572907,2491734
1572184,2491080
1571947,2490888
1571972,2490908
1572123,2491031
1572145,2491047
1572195,2491089
1572128,2491035
1572232,2491117
1572164,2491063
1572012,2490941
1571989,2490923
1571937,2490880
1572052,2490974
1572154,2491055
1572131,2491037
1572993,2491814
1573042,2491858
1573174,2491983
1573282,2492184
1573583,2492483
1573340,2492241
1573606,2492506
1573244,2492148
1573304,2492204
1573527,2492427
1573549,2492449
1573321,2492221
1573425,2492324
1573400,2492300
1573267,2492170
1573483,2492382
1573505,2492403
1573619,2492519
1573443,2492342
1573361,2492262
1573567,2492467
1573383,2492284
1573761,2492761
1573737,2492739
1573763,2492763
1573802,2492800
1573841,2492834
1573695,2492702
1573717,2492722
1573732,2492735
1573649,2492661
1573678,2492687
1573880,2492870
1573796,2492793
1573712,2492717
1573886,2492876
1573810,2492807
1573748,2492749
1573871,2492862
1573864,2492856
1573899,2492889
1573672,2492681
1573683,2492691
1573691,2492698
1573706,2492712
1573722,2492726
1573785,2492783
1573919,2492907
1573924,2492911
1573819,2492815
1573898,2492887
1573867,2492858
1573851,2492843
1573835,2492829
1574787,2493575
1575194,2494004
1574941,2493804
1575273,2494065
1574971,2493827
1574923,2493790
1575077,2493912
1574893,2493767
1574811,2493705
1574826,2493716
1574842,2493727
1575039,2493883
1574909,2493781
1575154,2493972
1575226,2494033
1575209,2494016
1574991,2493844
1575138,2493959
1575179,2493992
1575305,2494090
1575395,2494320
1575515,2494387
1575726,2494628
1575678,2494481
1575714,2494500
1575421,2494335
1575499,2494376
1575570,2494417
1575378,2494311
1575390,2494317
1575485,2494369
1575408,2494328
1575491,2494372
1575510,2494385
1575605,2494439
1575443,2494347
1575671,2494477
1575529,2494395
1575415,2494332
1575657,2494470
1575550,2494406
1575474,2494363
1575587,2494429
1575652,2494468
1575454,2494352
1575697,2494492
1575426,2494337
1575462,2494356
1575449,2494350
1575564,2494414
1575642,2494460
1575402,2494323
1575628,2494452
1575366,2494305
1575384,2494313
1575362,2494304
1575702,2494494
1575618,2494447
1575435,2494343
1575612,2494444
1575481,2494366
1575684,2494483
1575467,2494359
1575593,2494433
1575371,2494307
1575545,2494404
1575541,2494403
1576461,2495664
1576559,2495761
1576554,2495756
1576585,2495787
1576507,2495710
1576573,2495775
1576483,2495686
1576513,2495716
1576471,2495674
1576527,2495729
1576580,2495782
1576489,2495692
1576532,2495734
1568042,2487424
1575598,2494436
1568212,2487589
1573909,2492898
1562101,2481742
1562292,2481891
1564188,2483905
1565996,2485733
1565914,2485661
1566578,2486285
1566219,2485944
1566329,2486048
1570029,2489031
1570012,2489014
1570289,2489313
1571491,2490298
1572172,2491070
1572027,2490954
1572106,2491017
1573460,2492358
1573639,2492652
1575690,2494487
1575521,2494390
1575709,2494498
1575624,2494450
1575634,2494456
1575664,2494473
1570323,2489342
1571766,2490620
1573647,2492659
1561858,2481556
1571957,2490896
1385476,2488341
1403934,2488366
1408675,2486771
1408675,2494653
1417858,2488383
1422155,2488360
1436523,2488362
1447158,2488343
1447158,2494655
1450075,2489606
1451057,2488415
1451066,2488357
1451072,2488355
1454855,2494661
1454924,2488348
1456699,2489614
1456712,2488386
1456863,2488369
1458758,2488364
1458775,2489609
1458792,2488354
1458801,2488379
1458840,2488351
1458951,2488374
1458957,2494656
1458967,2494670
1562590,2481967
1562591,2481968
1562592,2481969
1564455,2484172
1564456,2484173
1564457,2484174
1564458,2484175
1564459,2484176
1564460,2484177
1564461,2484178
1564462,2484179
1564463,2484180
1567055,2486620
1567057,2486621
1567058,2486622
1567059,2486624
1567061,2486625
1567063,2486626
1567065,2486628
1567067,2486629
1570759,2489579
1570760,2489580
1570761,2489581
1570762,2489582
1570763,2489583
1570764,2489584
1570765,2489585
1570766,2489586
1570767,2489587
1570768,2489588
1570769,2489589
1570770,2489590
1572425,2491254
1572426,2491255
1572427,2491256
1572428,2491257
1572429,2491259
1572430,2491260
1572431,2491261
1572432,2491262
1572433,2491263
1572434,2491264
1574195,2493056
1574196,2493057
1574197,2493058
1574198,2493059
1574199,2493060
1574200,2493061
1574201,2493062
1574202,2493063
1574203,2493064
1574204,2493065
1574205,2493066
1574206,2493067
1574207,2493068
1574208,2493069
1575728,2494631
1575729,2494632
1575730,2494633
1575731,2494634
1575732,2494635
1575733,2494636
1575734,2494637
1575735,2494638
1575736,2494639
1575737,2494640
1575738,2494641
1385491,2486806
1385545,2489605
1385416,2481995
1403948,2491276
1403948,2486807
1411982,2486750
1447168,2486813
1451115,2488377
1453530,2486805
1456974,2486711
1457015,2486808
1459130,2486812
1459159,2493102
1562594,2481971
1562595,2481972
1562596,2481973
1564466,2484183
1564467,2484184
1564468,2484185
1564469,2484186
1564470,2484187
1564471,2484188
1567069,2486632
1567071,2486634
1567072,2486635
1567073,2486637
1567076,2486638
1567078,2486639
1567079,2486640
1567081,2486641
1570772,2489592
1570773,2489593
1570774,2489594
1570775,2489595
1570776,2489596
1570777,2489597
1570778,2489598
1570779,2489599
1570780,2489600
1572435,2491265
1572436,2491266
1572437,2491267
1574212,2493075
1574213,2493076
1574214,2493274
1574215,2493077
1574216,2493078
1574217,2493079
1575741,2494644
1575742,2494645
1575743,2494646
1564465,2484182
1574211,2493074
1575740,2494643
1522609,2481983
1522686,2481989
1544998,2486809
1574218,2493080
1562593,2481970
1564464,2484181
1567068,2486630
1570771,2489591
1574209,2493070
1574210,2493072
1575739,2494642
1544996,2494664
1564472,2484189
1570781,2489601
1553671,2495168
1553671,2487274
1553671,2489456
1553671,2494136
1553671,2495167
1562601,2481990
1562600,2481988
1562598,2481986
1562599,2481987
1562602,2481991
1562597,2481985
1562603,2481992
1562604,2481993
1564388,2484120
1564442,2484157
1564428,2484147
1564334,2484082
1564306,2484062
1564374,2484110
1564320,2484072
1564414,2484138
1564348,2484091
1564454,2484165
1564360,2484100
1564402,2484130
1567381,2486802
1566746,2486463
1567088,2486647
1567353,2486785
1567206,2486709
1567265,2486738
1567324,2486772
1567147,2486678
1566923,2486551
1567012,2486597
1567176,2486691
1567294,2486756
1566983,2486584
1567117,2486662
1566864,2486521
1566953,2486564
1566775,2486478
1566834,2486510
1566805,2486492
1567041,2486610
1567235,2486722
1566893,2486537
1568599,2487979
1568275,2487703
1568704,2488074
1568416,2487822
1568310,2487733
1568488,2487884
1568524,2487914
1568346,2487763
1568775,2488138
1568813,2488172
1568560,2487945
1568635,2488012
1568739,2488104
1568451,2487853
1568669,2488044
1568382,2487793
1569050,2488318
1568950,2488313
1569117,2488324
1569084,2488321
1569018,2488316
1568917,2488312
1568883,2488311
1568984,2488314
1576593,2496225
1561846,2481544
1561935,2481616
1561996,2481664
1562112,2481752
1562233,2481845
1561906,2481594
1561722,2481450
1562267,2481873
1561816,2481520
1561691,2481428
1561876,2481569
1561753,2481472
1561785,2481499
1562025,2481688
1562172,2481798
1562083,2481730
1562056,2481709
1562142,2481774
1561965,2481638
1562295,2481893
1562204,2481821
1564509,2484240
1564023,2483742
1564534,2484246
1564522,2484244
1564546,2484247
1564497,2484237
1564555,2484248
1564485,2484236
1563938,2483660
1563673,2483401
1563759,2483486
1564115,2483832
1564199,2483916
1563848,2483572
1566473,2486185
1566109,2485839
1566231,2485956
1565624,2485396
1565506,2485291
1566350,2486067
1566594,2486300
1565866,2485615
1565985,2485722
1565745,2485509
1572719,2491529
1572438,2491324
1572579,2491426
1576093,2495239
1576264,2495414
1559720,2481944
1576594,2496227
1575723,2494506
1573218,2492024
1559988,2481365
1490557,2484194
1518210,2486435
1561556,2481197
1561356,2481023
1549258,2494698
1563049,2489204
1563049,2482743
1571556,2490422
1571743,2490598
1575144,2493964
1575285,2494076
1574933,2493798
1575003,2493853
1574642,2494658
1574642,2493478
1506403,2489457
1516313,2494484
1520816,2494550
1541745,2494281
1561255,2480936
1561456,2481110
1562300,2481897
1563878,2483602
1573631,2492644
1573781,2492779
1574569,2494657
1574569,2493429
1574715,2493528
1574715,2494672
1565284,2485025
1575215,2494020
1565144,2484892
1565357,2485096
1565427,2485165
1574794,2493685
1575070,2493905
1565216,2484960
1574863,2493742
1564291,2484007
1564083,2483801
1565079,2484829
1574786,2493574
1574421,2493331
1574494,2493380
1550405,2495176
1521898,2481373
1522095,2492598
1523396,2494219
1524034,2491125
1524837,2483381
1525916,2485273
1526258,2483365
1526342,2484771
1526454,2485344
1526589,2495158
1526742,2496755
1526878,2495178
1527013,2483368
1527080,2483373
1527285,2492954
1527287,2494608
1527523,2484220
1527889,2490795
1528190,2487678
1528526,2494744
1528656,2491684
1528714,2492112
1532025,2492962
1532207,2484260
1532239,2491685
1532527,2484268
1532627,2480540
1532770,2491686
1532890,2492996
1532879,2490386
1533117,2494650
1533280,2486003
1533334,2494758
1533416,2494529
1533693,2482007
1533884,2487695
1534558,2490796
1534689,2492985
1534694,2492037
1534830,2482663
1534802,2483378
1534858,2491132
1534987,2486970
1534995,2492997
1535150,2488256
1535339,2483362
1536035,2482690
1536505,2488479
1536913,2484212
1537377,2491687
1537422,2496742
1537845,2493108
1538279,2492620
1541305,2492081
1541502,2491160
1541737,2492968
1541771,2495226
1541771,2488677
1541949,2491148
1541940,2484813
1542011,2494685
1542087,2492633
1543553,2487299
1543561,2484216
1543709,2491152
1543714,2491146
1543775,2485260
1543733,2494887
1543874,2492935
1544326,2487297
1544299,2487660
1544588,2492957
1545019,2495184
1545048,2495815
1545367,2492609
1546241,2494690
1546624,2491128
1546542,2492631
1547286,2494871
1547982,2493269
1548421,2487629
1548565,2493003
1548719,2492958
1548852,2495600
1548878,2494897
1548889,2491124
1549296,2492618
1549478,2492602
1549891,2491149
1549870,2494605
1549915,2492626
1550433,2488250
1535482,2495161
1563467,2483152
1563666,2483349
1565498,2485234
1573039,2491856
1573625,2492525
1575575,2494420
1575646,2494463
1575360,2494300
1575430,2494341
1575503,2494381
1575928,2494986
1576010,2495069
1542106,2484041
1541724,2484046
1523350,2494548
1523374,2492990
1523356,2494175
1523436,2482668
1523941,2494722
1523941,2487278
1524485,2494191
1524580,2492993
1526172,2480542
1526457,2485242
1526584,2482653
1527595,2489177
1527595,2494193
1527653,2490799
1527701,2493961
1528251,2493271
1528502,2493112
1528501,2492946
1528618,2490416
1528729,2493272
1532024,2491172
1532243,2492977
1532378,2493002
1532499,2482010
1533060,2493668
1533597,2494189
1533722,2492987
1533922,2491166
1534081,2493020
1534318,2480539
1534489,2494194
1534612,2484272
1534666,2492998
1534647,2491129
1535151,2491140
1535136,2482659
1535377,2482618
1535455,2492047
1536457,2483364
1536501,2485258
1537401,2493669
1537363,2493001
1537583,2485262
1538117,2483020
1541183,2491678
1541556,2484255
1541543,2491138
1541734,2490792
1541782,2483354
1542124,2493607
1542091,2491130
1544694,2492605
1545067,2483367
1545006,2482020
1545293,2490051
1545285,2491680
1545664,2494588
1545820,2492956
1546164,2490809
1546397,2485245
1546450,2490858
1546005,2490781
1546283,2490775
1547690,2484018
1547758,2491145
1548256,2492604
1548150,2490405
1548470,2490800
1548518,2492575
1548541,2492617
1548545,2490801
1548446,2490404
1549115,2494680
1549017,2492592
1549111,2492995
1558252,2481361
1558490,2481368
1558022,2481369
1558372,2485271
1568109,2487489
1568109,2492623
1574795,2493688
1575073,2493908
1563260,2482951
1570001,2489004
1564581,2484280
1570160,2489160
1570083,2489084
1573217,2492023
1576085,2495144
1545225,2479742
1541224,2491150
1568270,2493758
1568270,2487647
1522106,2494652
1525933,2486416
1526902,2486145
1532891,2494227
1533429,2494566
1549041,2495648
1521883,2491676
1441466,2490380
1444364,2494840
1453342,2494847
1464339,2493265
1478598,2493122
1489558,2491284
1533821,2490381
1534841,2489705
1534838,2489637
1534839,2489649
1534837,2489699
1534843,2493625
1534844,2489709
1534840,2489829
1536808,2494842
1554501,2494856
1554501,2494857
1554496,2494706
1554537,2491681
1554537,2493268
1559240,2494700
1570910,2489753
1570994,2489780
1570841,2489732
1571054,2489798
1571063,2489801
1570988,2489778
1570939,2489763
1570867,2489740
1570890,2489747
1570860,2489738
1570844,2489733
1570916,2489756
1571037,2489793
1570788,2489716
1570959,2489769
1571050,2489797
1570943,2489764
1570965,2489771
1571008,2489784
1571096,2489811
1571024,2489789
1570961,2489770
1570824,2489727
1570949,2489766
1571067,2489802
1570900,2489750
1571102,2489813
1570870,2489741
1570926,2489759
1571057,2489799
1571021,2489788
1571011,2489785
1570887,2489746
1570857,2489737
1571099,2489812
1570956,2489768
1570978,2489775
1570821,2489726
1570847,2489734
1570854,2489736
1570998,2489781
1570818,2489725
1571077,2489805
1572605,2491446
1572720,2491530
1572650,2491479
1572799,2491587
1572747,2491549
1572739,2491543
1572843,2491621
1572859,2491634
1572596,2491440
1572500,2491368
1572456,2491337
1572773,2491569
1572526,2491388
1572783,2491575
1572764,2491562
1572834,2491615
1572482,2491355
1572580,2491427
1572447,2491330
1572668,2491492
1572684,2491504
1572624,2491459
1572852,2491628
1572560,2491413
1572491,2491362
1572710,2491523
1572694,2491511
1572589,2491434
1572790,2491581
1572509,2491375
1572516,2491381
1574325,2493220
1574242,2493146
1574317,2493213
1574272,2493172
1574258,2493160
1574255,2493157
1574335,2493229
1574250,2493153
1574295,2493193
1574315,2493211
1574230,2493136
1574259,2493161
1574263,2493164
1574323,2493218
1574246,2493150
1574234,2493139
1574303,2493199
1574265,2493166
1574268,2493168
1574297,2493194
1574299,2493196
1574252,2493155
1574334,2493228
1574266,2493167
1574312,2493208
1574300,2493197
1574314,2493210
1574306,2493202
1574276,2493175
1574262,2493163
1574316,2493212
1574273,2493173
1574287,2493185
1574291,2493189
1574309,2493205
1574277,2493176
1574248,2493151
1574233,2493138
1574328,2493223
1574225,2493132
1574318,2493214
1574308,2493204
1574241,2493145
1574257,2493159
1574289,2493187
1574249,2493152
1574237,2493142
1574236,2493141
1574227,2493133
1575772,2494776
1575827,2494810
1575831,2494813
1575752,2494763
1575763,2494770
1575812,2494801
1575782,2494782
1575766,2494772
1575796,2494791
1575748,2494761
1575814,2494802
1575824,2494808
1575822,2494807
1575750,2494762
1575817,2494804
1575777,2494779
1575846,2494824
1575847,2494825
1575775,2494778
1575803,2494795
1575755,2494765
1575809,2494799
1575774,2494777
1575788,2494786
1575841,2494819
1575768,2494773
1575830,2494812
1575758,2494767
1575843,2494820
1575790,2494787
1575771,2494775
1575764,2494771
1575785,2494784
1575825,2494809
1575787,2494785
1575760,2494768
1575783,2494783
1460509,2493238
1533809,2489661
1538152,2489693
1545624,2489712
1550070,2489714
1554532,2490787
1554532,2494827
1554469,2494750
1554469,2490783
1560030,2493121
1564473,2484232
1570831,2489729
1571060,2489800
1570893,2489748
1570946,2489765
1571070,2489803
1570814,2489724
1571031,2489791
1571047,2489796
1570903,2489751
1571093,2489810
1571083,2489807
1570795,2489718
1570805,2489721
1571073,2489804
1571073,2494679
1570801,2489720
1570968,2489772
1570828,2489728
1570828,2494960
1570981,2489776
1571044,2494833
1571044,2489795
1571034,2489792
1571034,2494699
1570883,2489745
1572675,2491498
1572729,2491537
1572631,2491465
1572465,2491343
1572615,2491453
1574290,2493188
1574320,2493216
1574244,2493148
1574332,2493226
1574270,2493170
1574331,2493225
1574228,2493134
1574292,2493190
1574274,2493174
1574235,2493140
1574307,2493203
1574238,2493143
1574340,2493233
1574333,2493227
1574251,2493154
1574229,2493135
1574223,2493130
1574327,2493222
1574305,2493201
1574311,2493207
1574298,2493195
1574342,2493235
1574256,2493158
1574224,2493131
1575807,2494798
1575756,2494766
1575798,2494792
1575747,2494760
1575745,2494759
1575816,2494803
1575828,2494811
1571090,2489809
1570897,2489749
1570837,2489731
1571080,2489806
1570930,2489760
1571001,2489782
1571086,2489808
1570920,2489757
1570907,2489752
1570877,2489743
1570808,2489722
1571040,2489794
1571004,2489783
1570811,2489723
1570880,2489744
1570791,2489717
1570936,2489762
1571014,2489786
1571108,2489815
1570834,2489730
1570984,2489777
1570975,2489774
1571027,2489790
1570851,2489735
1570933,2489761
1570798,2489719
1572535,2491395
1572552,2491407
1572755,2491556
1574253,2493156
1574301,2493198
1574293,2493191
1574280,2493179
1574239,2493144
1574304,2493200
1574245,2493149
1574264,2493165
1574341,2493234
1574279,2493178
1574231,2493137
1574285,2493183
1574338,2493231
1574271,2493171
1574260,2493162
1574284,2493182
1574326,2493221
1574329,2493224
1574321,2493217
1574282,2493180
1574221,2493128
1574324,2493219
1574283,2493181
1574313,2493209
1575795,2494790
1575819,2494805
1575769,2494774
1575836,2494816
1575804,2494796
1575801,2494794
1575838,2494817
1575840,2494818
1575835,2494815
1575779,2494780
1575820,2494806
1575811,2494800
1575753,2494764
1575793,2494789
1575806,2494797
1575799,2494793
1575761,2494769
1545621,2489833
1562605,2482199
1564514,2484242
1567384,2486878
1571017,2489787
1570913,2489754
1570785,2489715
1570923,2489758
1570953,2489767
1571105,2489814
1570991,2489779
1570991,2491670
1570874,2489742
1570971,2489773
1570864,2489739
1572703,2491517
1572808,2491594
1572825,2491608
1572817,2491603
1572474,2491350
1572570,2491420
1572544,2491401
1572659,2491485
1572640,2491471
1574222,2493129
1574278,2493177
1574343,2493236
1574337,2493230
1574286,2493184
1574339,2493232
1575791,2494788
1575780,2494781
1575833,2494814
1575844,2494821
1554462,2498316
1554464,2498318
1554465,2498298
1554463,2498262
1554466,2495966
1559494,2495839
1559489,2498305
1559490,2496945
1559492,2497635
1559488,2498295
1559493,2497310
1559491,2498304
1562393,2496110
1562460,2498102
1562340,2497404
1562584,2497542
1562559,2497215
1562509,2497553
1562558,2497528
1562347,2498272
1562518,2497413
1562517,2498214
1562526,2498303
1562478,2497430
1562563,2495875
1562308,2496476
1562461,2497683
1562345,2498079
1562523,2497786
1562541,2496548
1562468,2497599
1562380,2497434
1562480,2498263
1562475,2497411
1562367,2498040
1562520,2496550
1562488,2498192
1562344,2497585
1562391,2497608
1562398,2496437
1562571,2498224
1562495,2498251
1562433,2496453
1562410,2498244
1562312,2497720
1562538,2498087
1562384,2498061
1562351,2498069
1562556,2498301
1562473,2498308
1562364,2495830
1562327,2497453
1562328,2496538
1562303,2497522
1562546,2498172
1562472,2497241
1562453,2497537
1562548,2497600
1562359,2497897
1562494,2497460
1562428,2498095
1562323,2498242
1562426,2495803
1562423,2498281
1562307,2497696
1562507,2497654
1562498,2497532
1562443,2497549
1562466,2497432
1562568,2497440
1562406,2496166
1562510,2498314
1562318,2497482
1562407,2496545
1562353,2497484
1562382,2498252
1562452,2498311
1562337,2498097
1562501,2498253
1562375,2497990
1562545,2497554
1562581,2497342
1562585,2497618
1562350,2497987
1562547,2497718
1562317,2498237
1562438,2498170
1562360,2497511
1562341,2497565
1562553,2497515
1562586,2498186
1562365,2496102
1562576,2498236
1562579,2497472
1562476,2497623
1562376,2497772
1562331,2497563
1562496,2497130
1562483,2498114
1562330,2498168
1562508,2497428
1562388,2497993
1562552,2497578
1562416,2495805
1562499,2497685
1562305,2497744
1562352,2497330
1562339,2496348
1562531,2498296
1562369,2495850
1562373,2497261
1562522,2496645
1562493,2497518
1562512,2498215
1562539,2498240
1562554,2498261
1562567,2496988
1562449,2498222
1562421,2497890
1562420,2498121
1562332,2498152
1562574,2497384
1562550,2496627
1562419,2497612
1562572,2497505
1562404,2497953
1562485,2497616
1562484,2496224
1562519,2498300
1562487,2496785
1562414,2498083
1562427,2497728
1562470,2498287
1562390,2498041
1562437,2498264
1562445,2498185
1563980,2497339
1563670,2498122
1564384,2497218
1564409,2497693
1564411,2496991
1564372,2497128
1564393,2496053
1564347,2496773
1564419,2497266
1564437,2496659
1564448,2496469
1564356,2496066
1564314,2496342
1564354,2496901
1564299,2497802
1564403,2497732
1564341,2497070
1564351,2496054
1564317,2496201
1564396,2497242
1564323,2497810
1564304,2496024
1564369,2495992
1564359,2496386
1564381,2497649
1564319,2496709
1564421,2498231
1564308,2497795
1564336,2497699
1564451,2495982
1564296,2497999
1564387,2497490
1564326,2498138
1566691,2496073
1566298,2496327
1566235,2496083
1566403,2498228
1566506,2497687
1566526,2496260
1565753,2497781
1565856,2496673
1566654,2497431
1566672,2497916
1566611,2496459
1565564,2497051
1565832,2496935
1565712,2497336
1565898,2497737
1566485,2495986
1566025,2496246
1566465,2497296
1566590,2495904
1566846,2497175
1566104,2497669
1566549,2496179
1566568,2496114
1565607,2497603
1566275,2496965
1566213,2497755
1567077,2497240
1567316,2495979
1566813,2496129
1566995,2497217
1567311,2496061
1567209,2497400
1567337,2497048
1566740,2496877
1567220,2495855
1567279,2496549
1567273,2497326
1567130,2497803
1567085,2496854
1567314,2497738
1566980,2496860
1566752,2496439
1566967,2496443
1567327,2498059
1566726,2495801
1566790,2496062
1567271,2496012
1567323,2496480
1567260,2496404
1567156,2496021
1567282,2496292
1566958,2497246
1566801,2496769
1566833,2497197
1567033,2496367
1566930,2496256
1567028,2496013
1567007,2496770
1566939,2497357
1567372,2496125
1566895,2497147
1566902,2497508
1567268,2497758
1566799,2497284
1567308,2497162
1567285,2495806
1566822,2497321
1566843,2497117
1566731,2497354
1566749,2498051
1567335,2496353
1567290,2497307
1566766,2496097
1567188,2496086
1567062,2496359
1567358,2497461
1566883,2496396
1566723,2497547
1566761,2497981
1567194,2496098
1566860,2497892
1567299,2495868
1567303,2497324
1566943,2497644
1566975,2497348
1567226,2497992
1568677,2498055
1568798,2497523
1568738,2496283
1568413,2497294
1568293,2496135
1568420,2497320
1568744,2497312
1568755,2497282
1568840,2498291
1568383,2497301
1568455,2496057
1568431,2496477
1568700,2497818
1568786,2497362
1568576,2496379
1568818,2495840
1568342,2496912
1568731,2497659
1568659,2497998
1568536,2497355
1569081,2496948
1568506,2496852
1568516,2496752
1568360,2495991
1568780,2498077
1568486,2495821
1568511,2497903
1568830,2496299
1568682,2495824
1568804,2496848
1568377,2496420
1568288,2498105
1568708,2496681
1568542,2496499
1568444,2497035
1568531,2497614
1568305,2496127
1568587,2496398
1568395,2497503
1568336,2496507
1568912,2496910
1568714,2497317
1568617,2496084
1568462,2497756
1568439,2498098
1568371,2498203
1568426,2497790
1568835,2497846
1568547,2498195
1568324,2497768
1568671,2497995
1568768,2497770
1569020,2496027
1568492,2497245
1568823,2496228
1568902,2497079
1568974,2496009
1568863,2497243
1569027,2496839
1568924,2496640
1569001,2496981
1568983,2496970
1569090,2498056
1568963,2496402
1568909,2496151
1568874,2496199
1569063,2497306
1568860,2497904
1568982,2497675
1569064,2497569
1569108,2497826
1569045,2496375
1568879,2497387
1568884,2497308
1568865,2497912
1568858,2497152
1569060,2497018
1568903,2496042
1569106,2496051
1568853,2497369
1569009,2498312
1569082,2496690
1569029,2496614
1568978,2497274
1568907,2497690
1568920,2497090
1568951,2497422
1569032,2496849
1568906,2497754
1568977,2496257
1568972,2497334
1568852,2496186
1568995,2497257
1569072,2497743
1568911,2496568
1568935,2496008
1568921,2496363
1568997,2497763
1568999,2497091
1568970,2496072
1569104,2497833
1568968,2498223
1569016,2497713
1568948,2498320
1569025,2497331
1569105,2496978
1568896,2496987
1569087,2496927
1569069,2497602
1568901,2496037
1568996,2498029
1568926,2495832
1569005,2497290
1569056,2496939
1568931,2497104
1568934,2497093
1568966,2497271
1568981,2497318
1568893,2496022
1568987,2496109
1569055,2496273
1568954,2496040
1569022,2497495
1568955,2496696
1568851,2497305
1569052,2497745
1568938,2496836
1568900,2496989
1568867,2496032
1568894,2497207
1568953,2497190
1568952,2496220
1569011,2497733
1569107,2497229
1568961,2496026
1568882,2497238
1569110,2497735
1568930,2496683
1569023,2497375
1568913,2496743
1569012,2496165
1569034,2497771
1568965,2496759
1569113,2496325
1569008,2496391
1569015,2496039
1568994,2496355
1568918,2496425
1568897,2497510
1569038,2496105
1568925,2496950
1568947,2498217
1569073,2496131
1568993,2497038
1569112,2497014
1568905,2496842
1569074,2496093
1569083,2496406
1568855,2496380
1569068,2497227
1568870,2497085
1569099,2497444
1569054,2498052
1569006,2496132
1569075,2496277
1568960,2497291
1568914,2496157
1568873,2497195
1568856,2497637
